 ,Area,Mean,Min,Max,X,Y,Slice,Counter,Count
70,0.000,9485,9485,9485,14.751,18.740,68,0,249
71,0.000,6103,6103,6103,9.606,12.021,76,0,249
72,0.000,13889,13889,13889,1.050,16.535,83,0,249
73,0.000,7955,7955,7955,1.102,17.165,81,0,249
74,0.000,7265,7265,7265,1.575,15.958,83,0,249
75,0.000,5384,5384,5384,0.840,15.171,83,0,249
76,0.000,21108,21108,21108,24.724,6.089,82,0,249
77,0.000,13605,13605,13605,21.732,2.047,81,0,249
78,0.000,28145,28145,28145,23.885,15.748,59,0,249
79,0.000,11939,11939,11939,35.591,4.042,55,0,249
80,0.000,10478,10478,10478,35.906,4.147,55,0,249
81,0.000,21542,21542,21542,29.554,10.341,58,0,249
82,0.000,29238,29238,29238,30.814,3.307,61,0,249
83,0.000,31427,31427,31427,32.283,17.323,66,0,249
84,0.000,14101,14101,14101,25.774,14.121,71,0,249
85,0.000,15445,15445,15445,31.286,14.121,74,0,249
86,0.000,15410,15410,15410,37.270,18.583,74,0,249
87,0.000,65535,65535,65535,32.073,21.837,68,0,249
88,0.000,44302,44302,44302,20.787,30.079,73,0,249
89,0.000,65535,65535,65535,22.362,30.394,73,0,249
90,0.000,22602,22602,22602,20.787,32.336,75,0,249
91,0.000,49396,49396,49396,23.465,26.404,84,0,249
92,0.000,46852,46852,46852,23.097,27.769,84,0,249
93,0.000,25199,25199,25199,19.370,30.499,83,0,249
94,0.000,14947,14947,14947,20.367,26.929,86,0,249
95,0.000,14288,14288,14288,20.210,26.614,83,0,249
96,0.000,15782,15782,15782,24.514,4.304,74,0,249
97,0.000,37478,37478,37478,23.937,19.475,75,0,249
98,0.000,12049,12049,12049,21.207,20.000,78,0,249
99,0.000,13273,13273,13273,22.100,28.556,85,0,249
100,0.000,65535,65535,65535,23.097,31.811,89,0,249
101,0.000,43868,43868,43868,27.349,29.449,90,0,249
102,0.000,19585,19585,19585,22.520,24.462,93,0,249
103,0.000,25885,25885,25885,24.514,25.459,91,0,249
104,0.000,26914,26914,26914,22.310,19.685,96,0,249
105,0.000,26652,26652,26652,26.719,12.703,94,0,249
106,0.000,20612,20612,20612,27.927,19.265,99,0,249
107,0.000,17268,17268,17268,17.270,23.622,92,0,249
108,0.000,30380,30380,30380,18.110,27.034,94,0,249
109,0.000,12934,12934,12934,35.013,20.997,81,0,249
110,0.000,14583,14583,14583,30.551,20.892,88,0,249
111,0.000,10622,10622,10622,27.822,30.551,91,0,249
112,0.000,12497,12497,12497,16.535,22.520,88,0,249
113,0.000,32300,32300,32300,26.772,31.811,66,0,249
114,0.000,21935,21935,21935,25.197,25.249,64,0,249
115,0.000,36019,36019,36019,19.213,31.706,59,0,249
116,0.000,18500,18500,18500,34.751,24.619,59,0,249
117,0.000,17348,17348,17348,34.436,24.514,59,0,249
118,0.000,18082,18082,18082,11.811,23.150,64,0,249
119,0.000,32259,32259,32259,22.205,11.339,10,0,249
120,0.000,38936,38936,38936,21.627,15.643,13,0,249
121,0.000,34939,34939,34939,24.724,13.281,11,0,249
122,0.000,21316,21316,21316,26.719,6.457,13,0,249
123,0.000,24907,24907,24907,25.879,5.092,15,0,249
124,0.000,10359,10359,10359,25.564,5.617,12,0,249
125,0.000,10959,10959,10959,36.273,13.071,13,0,249
126,0.000,14197,14197,14197,25.407,16.063,14,0,249
127,0.000,12002,12002,12002,27.717,23.885,15,0,249
128,0.000,8687,8687,8687,26.194,18.478,15,0,249
129,0.000,23911,23911,23911,21.522,25.197,17,0,249
130,0.000,23463,23463,23463,22.310,25.984,20,0,249
131,0.000,16917,16917,16917,34.383,23.517,25,0,249
132,0.000,14604,14604,14604,19.738,17.218,14,0,249
133,0.000,8607,8607,8607,24.934,21.732,13,0,249
134,0.000,13620,13620,13620,18.163,14.803,16,0,249
135,0.000,44876,44876,44876,8.714,21.627,29,0,249
136,0.000,47980,47980,47980,14.121,19.528,33,0,249
137,0.000,40966,40966,40966,18.425,19.108,35,0,249
138,0.000,25614,25614,25614,21.680,15.643,37,0,249
139,0.000,61569,61569,61569,26.824,15.171,38,0,249
140,0.000,42068,42068,42068,25.932,19.213,39,0,249
141,0.000,20062,20062,20062,25.564,20.262,39,0,249
142,0.000,51717,51717,51717,24.409,24.357,38,0,249
143,0.000,34022,34022,34022,10.866,20.210,37,0,249
144,0.000,27334,27334,27334,15.906,15.958,28,0,249
145,0.000,25247,25247,25247,18.740,13.176,28,0,249
146,0.000,28678,28678,28678,23.570,13.963,38,0,249
147,0.000,46538,46538,46538,15.276,21.365,48,0,249
148,0.000,65535,65535,65535,27.402,26.247,48,0,249
149,0.000,25254,25254,25254,25.302,26.404,48,0,249
150,0.000,40635,40635,40635,19.528,27.664,47,0,249
151,0.000,32453,32453,32453,34.488,20.840,49,0,249
152,0.000,31046,31046,31046,28.766,19.423,49,0,249
153,0.000,17645,17645,17645,25.039,18.058,49,0,249
154,0.000,20727,20727,20727,27.612,6.667,47,0,249
155,0.000,36700,36700,36700,27.192,4.829,47,0,249
156,0.000,18637,18637,18637,27.822,4.357,48,0,249
157,0.000,14189,14189,14189,21.207,5.249,47,0,249
158,0.000,15375,15375,15375,21.837,2.520,48,0,249
159,0.000,13144,13144,13144,18.898,7.874,49,0,249
160,0.000,13319,13319,13319,17.900,28.031,5,0,249
161,0.000,11262,11262,11262,19.633,17.638,7,0,249
162,0.000,15075,15075,15075,25.564,21.942,22,0,249
163,0.000,10292,10292,10292,30.761,22.887,23,0,249
164,0.000,17749,17749,17749,30.814,23.780,30,0,249
165,0.000,26872,26872,26872,24.619,23.150,32,0,249
166,0.000,35246,35246,35246,25.302,22.100,35,0,249
167,0.000,15434,15434,15434,17.218,17.323,36,0,249
168,0.000,14811,14811,14811,14.961,13.806,42,0,249
169,0.000,15843,15843,15843,2.625,24.829,44,0,249
170,0.000,24277,24277,24277,18.215,26.037,45,0,249
171,0.000,10835,10835,10835,28.819,34.016,5,0,249
172,0.000,14168,14168,14168,19.003,30.446,13,0,249
173,0.000,10431,10431,10431,22.152,32.598,14,0,249
174,0.000,11703,11703,11703,31.811,16.273,7,0,249
175,0.000,9710,9710,9710,17.428,34.068,3,0,249
176,0.000,12372,12372,12372,6.929,34.803,2,0,249
177,0.000,11151,11151,11151,7.769,34.751,4,0,249
178,0.000,9115,9115,9115,18.845,34.541,2,0,249
179,0.000,8294,8294,8294,37.008,18.005,7,0,249
180,0.000,11849,11849,11849,32.598,18.005,21,0,249
181,0.000,28321,28321,28321,28.609,10.709,20,0,249
182,0.000,34697,34697,34697,23.465,9.396,20,0,249
183,0.000,33470,33470,33470,23.517,9.239,27,0,249
184,0.000,14648,14648,14648,5.354,21.890,28,0,249
185,0.000,32021,32021,32021,19.580,27.454,36,0,249
186,0.000,15064,15064,15064,16.430,5.407,22,0,249
187,0.000,14252,14252,14252,12.546,13.071,30,0,249
188,0.000,17318,17318,17318,19.790,19.475,33,0,249
189,0.000,13036,13036,13036,18.005,9.764,21,0,249
190,0.000,21753,21753,21753,28.609,10.604,27,0,249
191,0.000,22537,22537,22537,20.052,12.388,20,0,249
192,0.000,14257,14257,14257,20.472,14.173,18,0,249
193,0.000,33614,33614,33614,24.672,15.958,24,0,249
194,0.000,20466,20466,20466,25.774,16.955,24,0,249
195,0.000,11268,11268,11268,22.572,17.008,24,0,249
196,0.000,10640,10640,10640,21.942,6.667,29,0,249
197,0.000,21230,21230,21230,17.270,4.514,33,0,249
198,0.000,13678,13678,13678,17.480,5.879,42,0,249
199,0.000,10210,10210,10210,21.417,1.942,50,0,249
200,0.000,9108,9108,9108,7.664,2.572,18,0,249
201,0.000,14426,14426,14426,27.087,2.835,19,0,249
202,0.000,11858,11858,11858,26.509,6.194,21,0,249
203,0.000,10043,10043,10043,6.929,7.034,26,0,249
204,0.000,10070,10070,10070,16.220,8.399,35,0,249
205,0.000,9172,9172,9172,14.488,10.656,35,0,249
206,0.000,10876,10876,10876,28.451,9.396,36,0,249
207,0.000,15806,15806,15806,28.504,10.761,45,0,249
208,0.000,24251,24251,24251,28.819,14.856,45,0,249
209,0.000,18996,18996,18996,30.551,12.861,42,0,249
210,0.000,16658,16658,16658,18.373,13.858,22,0,249
211,0.000,12246,12246,12246,28.084,16.168,23,0,249
212,0.000,30601,30601,30601,25.722,16.273,29,0,249
213,0.000,13175,13175,13175,5.354,16.640,33,0,249
214,0.000,14849,14849,14849,7.612,12.703,38,0,249
215,0.000,25532,25532,25532,32.598,25.459,48,0,249
216,0.000,11700,11700,11700,8.399,27.402,47,0,249
217,0.000,20003,20003,20003,19.633,30.079,33,0,249
218,0.000,10410,10410,10410,3.045,27.139,34,0,249
219,0.000,16998,16998,16998,22.520,36.010,87,0,249
220,0.000,54911,54911,54911,26.299,35.591,77,0,249
221,0.000,17220,17220,17220,16.640,35.958,72,0,249
222,0.000,27082,27082,27082,3.622,38.845,75,0,249
223,0.000,19859,19859,19859,3.097,39.003,75,0,249
224,0.000,19962,19962,19962,4.147,38.845,75,0,249
225,0.000,28291,28291,28291,15.958,38.845,67,0,249
226,0.000,10817,10817,10817,24.724,35.538,24,0,249
227,0.000,10153,10153,10153,19.423,33.123,12,0,249
228,0.000,11447,11447,11447,23.202,30.709,11,0,249
229,0.000,11307,11307,11307,34.016,30.761,11,0,249
230,0.000,9291,9291,9291,13.543,24.882,36,0,249
231,0.000,10607,10607,10607,21.837,34.803,32,0,249
232,0.000,13855,13855,13855,19.213,20.945,35,0,249
233,0.000,17603,17603,17603,22.205,11.260,16,0,249
234,0.000,13781,13781,13781,19.921,33.150,86,0,249
235,0.000,21380,21380,21380,34.646,3.780,71,0,249
236,0.000,15458,15458,15458,29.764,10.315,67,0,249
237,0.000,10759,10759,10759,6.772,20.157,31,0,249
238,0.000,2616,2616,2616,28.976,6.929,11,0,249
239,0.000,15685,15685,15685,24.724,12.520,32,0,249
240,0.000,21243,21243,21243,22.441,16.772,1,0,249
241,0.000,13543,13543,13543,21.969,7.795,1,0,249
242,0.000,10482,10482,10482,21.339,3.622,1,0,249
243,0.000,14947,14947,14947,3.543,23.228,1,0,249
244,0.000,12120,12120,12120,12.756,37.165,1,0,249
245,0.000,17451,17451,17451,28.031,19.213,100,0,249
246,0.000,7007,7007,7007,27.638,20.630,100,0,249
247,0.000,6374,6374,6374,32.913,19.449,100,0,249
248,0.000,5606,5606,5606,22.441,19.764,100,0,249
249,0.000,7058,7058,7058,13.307,18.425,100,0,249
