 ,Area,Mean,Min,Max,X,Y,Slice,Counter,Count
39,0.000,43755,43755,43755,10.433,9.449,42,0,204
40,0.000,63671,63671,63671,12.657,11.575,46,0,204
41,0.000,60393,60393,60393,8.228,10.748,48,0,204
42,0.000,63915,63915,63915,12.343,11.988,57,0,204
43,0.000,63700,63700,63700,10.866,9.921,62,0,204
44,0.000,63024,63024,63024,10.157,10.571,62,0,204
45,0.000,63205,63205,63205,9.154,11.339,58,0,204
46,0.000,63193,63193,63193,11.555,8.740,52,0,204
47,0.000,63723,63723,63723,9.567,2.835,56,0,204
48,0.000,64018,64018,64018,10.354,4.862,69,0,204
49,0.000,63122,63122,63122,14.390,5.315,79,0,204
50,0.000,62978,62978,62978,9.646,4.094,62,0,204
51,0.000,63566,63566,63566,10.591,6.949,81,0,204
52,0.000,63322,63322,63322,11.181,7.480,71,0,204
53,0.000,63133,63133,63133,11.280,8.346,72,0,204
54,0.000,63806,63806,63806,10.669,7.854,77,0,204
55,0.000,47175,47175,47175,10.236,11.437,82,0,204
56,0.000,62992,62992,62992,11.890,11.988,77,0,204
57,0.000,61878,61878,61878,11.713,11.614,72,0,204
58,0.000,33633,33633,33633,9.154,10.276,75,0,204
59,0.000,43173,43173,43173,9.902,10.945,74,0,204
60,0.000,50192,50192,50192,11.890,11.594,75,0,204
61,0.000,28200,28200,28200,13.898,7.224,77,0,204
62,0.000,35525,35525,35525,12.244,11.339,76,0,204
63,0.000,64049,64049,64049,8.071,11.378,92,0,204
64,0.000,63257,63257,63257,12.520,12.165,99,0,204
65,0.000,63169,63169,63169,9.941,7.559,96,0,204
66,0.000,46538,46538,46538,10.650,8.524,96,0,204
67,0.000,63498,63498,63498,11.280,7.697,68,0,204
68,0.000,29594,29594,29594,14.961,8.583,69,0,204
69,0.000,40941,40941,40941,11.496,8.780,67,0,204
70,0.000,50300,50300,50300,10.768,8.661,88,0,204
71,0.000,44020,44020,44020,11.280,8.642,89,0,204
72,0.000,33598,33598,33598,10.039,9.035,98,0,204
73,0.000,26908,26908,26908,10.748,7.303,95,0,204
74,0.000,17810,17810,17810,13.189,6.831,95,0,204
75,0.000,37699,37699,37699,12.717,11.909,68,0,204
76,0.000,29611,29611,29611,12.264,10.945,78,0,204
77,0.000,27885,27885,27885,10.709,12.264,96,0,204
78,0.000,22503,22503,22503,9.449,9.134,92,0,204
79,0.000,16523,16523,16523,7.835,10.374,93,0,204
80,0.000,63915,63915,63915,11.732,9.075,51,0,204
81,0.000,64129,64129,64129,11.535,9.035,52,0,204
82,0.000,64089,64089,64089,11.752,8.583,49,0,204
83,0.000,36594,36594,36594,11.240,9.449,52,0,204
84,0.000,33056,33056,33056,8.366,9.587,52,0,204
85,0.000,38185,38185,38185,8.937,11.299,54,0,204
86,0.000,46232,46232,46232,8.780,11.949,61,0,204
87,0.000,52628,52628,52628,12.146,10.492,62,0,204
88,0.000,54856,54856,54856,12.756,11.634,68,0,204
89,0.000,45262,45262,45262,12.677,11.634,64,0,204
90,0.000,20152,20152,20152,11.713,7.717,71,0,204
91,0.000,14681,14681,14681,11.890,8.051,71,0,204
92,0.000,63322,63322,63322,11.280,8.799,51,0,204
93,0.000,39591,39591,39591,11.890,8.681,55,0,204
94,0.000,36499,36499,36499,11.358,7.382,62,0,204
95,0.000,56819,56819,56819,8.524,12.382,8,0,204
96,0.000,34482,34482,34482,8.740,11.732,7,0,204
97,0.000,32232,32232,32232,9.114,11.988,12,0,204
98,0.000,63697,63697,63697,11.555,12.953,14,0,204
99,0.000,62729,62729,62729,12.992,15.650,11,0,204
100,0.000,62926,62926,62926,13.110,16.417,11,0,204
101,0.000,63233,63233,63233,14.961,17.362,6,0,204
102,0.000,63920,63920,63920,13.524,15.276,6,0,204
103,0.000,62840,62840,62840,16.634,14.528,22,0,204
104,0.000,62359,62359,62359,18.031,16.890,36,0,204
105,0.000,64518,64518,64518,11.870,13.307,31,0,204
106,0.000,56022,56022,56022,9.646,12.382,17,0,204
107,0.000,62293,62293,62293,9.941,12.461,19,0,204
108,0.000,52542,52542,52542,11.043,13.189,20,0,204
109,0.000,40138,40138,40138,13.189,13.150,20,0,204
110,0.000,36131,36131,36131,13.012,13.406,22,0,204
111,0.000,36109,36109,36109,9.429,13.602,27,0,204
112,0.000,30433,30433,30433,9.508,13.898,29,0,204
113,0.000,40855,40855,40855,10.374,14.173,26,0,204
114,0.000,45451,45451,45451,12.953,14.744,27,0,204
115,0.000,26092,26092,26092,13.524,15.354,25,0,204
116,0.000,34434,34434,34434,12.913,11.260,27,0,204
117,0.000,63096,63096,63096,13.130,12.382,54,0,204
118,0.000,52915,52915,52915,13.228,12.854,52,0,204
119,0.000,63911,63911,63911,13.268,13.504,52,0,204
120,0.000,63206,63206,63206,13.248,14.409,51,0,204
121,0.000,63396,63396,63396,13.169,14.803,56,0,204
122,0.000,63874,63874,63874,15.217,12.579,54,0,204
123,0.000,63042,63042,63042,17.874,11.378,76,0,204
124,0.000,48218,48218,48218,8.839,12.480,70,0,204
125,0.000,63793,63793,63793,13.740,16.693,86,0,204
126,0.000,63573,63573,63573,13.642,17.402,75,0,204
127,0.000,61533,61533,61533,13.760,17.480,74,0,204
128,0.000,61985,61985,61985,12.736,12.717,74,0,204
129,0.000,23775,23775,23775,15.846,10.217,75,0,204
130,0.000,29733,29733,29733,9.823,11.654,8,0,204
131,0.000,59065,59065,59065,12.028,13.799,36,0,204
132,0.000,64692,64692,64692,11.831,13.386,38,0,204
133,0.000,33862,33862,33862,12.480,13.425,56,0,204
134,0.000,29150,29150,29150,10.551,11.969,66,0,204
135,0.000,32017,32017,32017,12.185,13.110,80,0,204
136,0.000,63126,63126,63126,12.953,12.933,74,0,204
137,0.000,62525,62525,62525,13.583,12.972,74,0,204
138,0.000,31485,31485,31485,11.358,7.343,16,0,204
139,0.000,20615,20615,20615,10.689,9.449,36,0,204
140,0.000,25562,25562,25562,10.787,9.331,42,0,204
141,0.000,41800,41800,41800,11.398,8.110,47,0,204
142,0.000,36953,36953,36953,10.925,8.169,47,0,204
143,0.000,38128,38128,38128,11.732,9.311,55,0,204
144,0.000,30649,30649,30649,13.543,12.402,58,0,204
145,0.000,19679,19679,19679,12.165,11.280,46,0,204
146,0.000,21106,21106,21106,12.421,11.240,50,0,204
147,0.000,19266,19266,19266,10.571,7.224,68,0,204
148,0.000,20203,20203,20203,10.807,6.299,62,0,204
149,0.000,15745,15745,15745,11.555,6.693,53,0,204
150,0.000,36259,36259,36259,13.150,11.713,60,0,204
151,0.000,31867,31867,31867,12.559,11.417,54,0,204
152,0.000,31199,31199,31199,12.480,10.807,55,0,204
153,0.000,21547,21547,21547,10.394,11.752,61,0,204
154,0.000,15414,15414,15414,10.453,12.205,60,0,204
155,0.000,22154,22154,22154,10.236,12.067,65,0,204
156,0.000,20466,20466,20466,12.343,11.594,69,0,204
157,0.000,24561,24561,24561,11.122,10.768,53,0,204
158,0.000,19248,19248,19248,9.094,10.945,50,0,204
159,0.000,16392,16392,16392,9.016,10.177,51,0,204
160,0.000,15398,15398,15398,8.799,10.177,51,0,204
161,0.000,13207,13207,13207,12.933,11.142,45,0,204
162,0.000,55319,55319,55319,13.268,13.091,64,0,204
163,0.000,18165,18165,18165,13.622,14.961,38,0,204
164,0.000,22416,22416,22416,14.843,14.665,20,0,204
165,0.000,23621,23621,23621,16.102,13.661,18,0,204
166,0.000,19623,19623,19623,16.161,10.925,10,0,204
167,0.000,32300,32300,32300,12.441,13.622,25,0,204
168,0.000,18864,18864,18864,13.150,13.661,16,0,204
169,0.000,24888,24888,24888,15.669,14.114,38,0,204
170,0.000,55939,55939,55939,11.811,13.425,6,0,204
171,0.000,46049,46049,46049,9.744,13.150,19,0,204
172,0.000,37094,37094,37094,9.469,13.110,20,0,204
173,0.000,18567,18567,18567,10.000,13.228,21,0,204
174,0.000,24548,24548,24548,9.193,12.854,22,0,204
175,0.000,26021,26021,26021,9.665,9.685,12,0,204
176,0.000,28043,28043,28043,11.516,13.051,24,0,204
177,0.000,28468,28468,28468,11.339,13.602,22,0,204
178,0.000,25908,25908,25908,13.504,11.142,25,0,204
179,0.000,23258,23258,23258,13.583,12.362,26,0,204
180,0.000,21470,21470,21470,12.913,12.441,26,0,204
181,0.000,23351,23351,23351,14.390,12.303,24,0,204
182,0.000,16511,16511,16511,12.205,12.421,72,0,204
183,0.000,33669,33669,33669,12.579,11.654,82,0,204
184,0.000,17906,17906,17906,13.524,12.106,76,0,204
185,0.000,23488,23488,23488,10.492,10.118,55,0,204
186,0.000,20253,20253,20253,10.453,10.807,68,0,204
187,0.000,28025,28025,28025,12.126,12.441,97,0,204
188,0.000,33044,33044,33044,13.189,11.634,36,0,204
189,0.000,29499,29499,29499,16.122,15.984,83,0,204
190,0.000,14315,14315,14315,15.217,10.394,8,0,204
191,0.000,18528,18528,18528,13.563,12.402,16,0,204
192,0.000,25589,25589,25589,13.130,14.350,32,0,204
193,0.000,64653,64653,64653,12.323,12.638,89,0,204
194,0.000,63866,63866,63866,9.488,9.803,1,0,204
195,0.000,64078,64078,64078,8.543,11.614,1,0,204
196,0.000,64378,64378,64378,9.528,12.283,1,0,204
197,0.000,37009,37009,37009,9.409,12.559,1,0,204
198,0.000,64332,64332,64332,13.465,18.386,1,0,204
199,0.000,44544,44544,44544,9.094,8.858,1,0,204
200,0.000,10508,10508,10508,9.961,8.661,1,0,204
201,0.000,48156,48156,48156,13.386,17.087,1,0,204
202,0.000,41746,41746,41746,14.882,16.142,1,0,204
203,0.000,38314,38314,38314,12.913,13.701,1,0,204
204,0.000,29987,29987,29987,14.055,14.843,1,0,204
