 ,Area,Mean,Min,Max,X,Y,Slice,Counter,Count
49,0.000,48856,48856,48856,8.241,11.063,66,0,204
50,0.000,64852,64852,64852,7.795,10.394,59,0,204
51,0.000,65217,65217,65217,7.625,9.816,56,0,204
52,0.000,52381,52381,52381,7.165,11.010,58,0,204
53,0.000,64890,64890,64890,10.052,10.866,63,0,204
54,0.000,64600,64600,64600,10.276,10.656,68,0,204
55,0.000,65317,65317,65317,7.546,9.606,65,0,204
56,0.000,65181,65181,65181,7.205,9.488,63,0,204
57,0.000,64643,64643,64643,8.189,10.105,63,0,204
58,0.000,63763,63763,63763,8.071,10.289,63,0,204
59,0.000,38178,38178,38178,8.753,10.066,65,0,204
60,0.000,38544,38544,38544,6.877,9.961,70,0,204
61,0.000,32200,32200,32200,7.283,9.948,69,0,204
62,0.000,20593,20593,20593,6.640,9.987,70,0,204
63,0.000,41254,41254,41254,7.244,10.105,56,0,204
64,0.000,25450,25450,25450,6.207,9.357,56,0,204
65,0.000,24719,24719,24719,7.493,9.213,56,0,204
66,0.000,27205,27205,27205,6.050,10.315,52,0,204
67,0.000,44315,44315,44315,6.601,11.378,55,0,204
68,0.000,29256,29256,29256,8.990,12.835,57,0,204
69,0.000,46756,46756,46756,7.073,10.761,49,0,204
70,0.000,51713,51713,51713,7.507,11.627,49,0,204
71,0.000,47963,47963,47963,7.428,11.325,53,0,204
72,0.000,37267,37267,37267,5.932,9.514,66,0,204
73,0.000,65029,65029,65029,8.031,10.223,43,0,204
74,0.000,64989,64989,64989,7.887,10.643,46,0,204
75,0.000,64492,64492,64492,9.829,9.724,45,0,204
76,0.000,33004,33004,33004,5.144,12.480,42,0,204
77,0.000,58758,58758,58758,7.835,11.010,37,0,204
78,0.000,32195,32195,32195,6.798,11.929,36,0,204
79,0.000,62700,62700,62700,4.423,11.207,35,0,204
80,0.000,41580,41580,41580,6.982,9.764,2,0,204
81,0.000,45773,45773,45773,5.866,11.010,8,0,204
82,0.000,35058,35058,35058,4.318,10.157,11,0,204
83,0.000,46645,46645,46645,4.291,8.530,10,0,204
84,0.000,64555,64555,64555,7.782,12.283,36,0,204
85,0.000,60282,60282,60282,8.675,9.843,25,0,204
86,0.000,64341,64341,64341,5.079,10.551,15,0,204
87,0.000,64973,64973,64973,4.724,11.181,18,0,204
88,0.000,62296,62296,62296,4.449,9.593,15,0,204
89,0.000,65314,65314,65314,6.115,8.360,9,0,204
90,0.000,48251,48251,48251,6.194,8.451,11,0,204
91,0.000,50385,50385,50385,6.995,8.898,16,0,204
92,0.000,63558,63558,63558,8.136,10.197,27,0,204
93,0.000,65535,65535,65535,7.717,8.307,37,0,204
94,0.000,32583,32583,32583,7.297,9.094,28,0,204
95,0.000,46889,46889,46889,7.493,9.659,29,0,204
96,0.000,56282,56282,56282,8.268,9.921,35,0,204
97,0.000,64791,64791,64791,8.123,10.407,38,0,204
98,0.000,64517,64517,64517,7.900,11.010,54,0,204
99,0.000,42659,42659,42659,8.018,10.643,19,0,204
100,0.000,32973,32973,32973,5.604,11.050,38,0,204
101,0.000,63304,63304,63304,10.971,11.142,92,0,204
102,0.000,63964,63964,63964,11.890,9.685,92,0,204
103,0.000,64177,64177,64177,12.047,10.367,88,0,204
104,0.000,63897,63897,63897,11.929,9.436,84,0,204
105,0.000,44788,44788,44788,11.234,10.013,86,0,204
106,0.000,57416,57416,57416,10.669,11.417,86,0,204
107,0.000,63890,63890,63890,10.814,10.026,12,0,204
108,0.000,64334,64334,64334,11.129,10.210,41,0,204
109,0.000,40147,40147,40147,9.856,10.420,38,0,204
110,0.000,63205,63205,63205,11.837,9.777,44,0,204
111,0.000,57090,57090,57090,11.037,10.892,81,0,204
112,0.000,55599,55599,55599,10.512,10.433,83,0,204
113,0.000,54592,54592,54592,9.619,10.420,85,0,204
114,0.000,65535,65535,65535,10.945,8.898,73,0,204
115,0.000,64530,64530,64530,11.969,8.688,74,0,204
116,0.000,56076,56076,56076,11.811,8.950,81,0,204
117,0.000,52709,52709,52709,10.709,8.661,68,0,204
118,0.000,42316,42316,42316,12.231,8.386,65,0,204
119,0.000,60981,60981,60981,12.008,8.885,58,0,204
120,0.000,63616,63616,63616,11.837,9.318,51,0,204
121,0.000,34706,34706,34706,10.472,10.302,50,0,204
122,0.000,27982,27982,27982,11.417,10.210,50,0,204
123,0.000,63025,63025,63025,10.774,9.003,47,0,204
124,0.000,65039,65039,65039,11.063,8.924,45,0,204
125,0.000,64706,64706,64706,11.391,9.383,47,0,204
126,0.000,39296,39296,39296,11.168,8.255,59,0,204
127,0.000,36913,36913,36913,11.745,9.882,88,0,204
128,0.000,31660,31660,31660,11.654,9.790,88,0,204
129,0.000,36147,36147,36147,11.549,8.346,71,0,204
130,0.000,30806,30806,30806,10.787,8.123,55,0,204
131,0.000,64422,64422,64422,11.496,8.885,11,0,204
132,0.000,65150,65150,65150,11.535,7.625,9,0,204
133,0.000,65431,65431,65431,10.945,7.507,6,0,204
134,0.000,64301,64301,64301,9.698,5.814,18,0,204
135,0.000,43077,43077,43077,6.142,7.992,16,0,204
136,0.000,32478,32478,32478,6.391,7.874,16,0,204
137,0.000,64143,64143,64143,8.150,12.073,64,0,204
138,0.000,64852,64852,64852,9.908,4.987,2,0,204
139,0.000,48954,48954,48954,9.646,3.898,10,0,204
140,0.000,64513,64513,64513,7.388,5.105,6,0,204
141,0.000,37041,37041,37041,7.900,6.247,11,0,204
142,0.000,64483,64483,64483,13.465,5.499,27,0,204
143,0.000,38322,38322,38322,12.441,5.748,29,0,204
144,0.000,65535,65535,65535,6.417,5.367,29,0,204
145,0.000,29227,29227,29227,9.567,3.990,36,0,204
146,0.000,39009,39009,39009,9.186,3.780,38,0,204
147,0.000,24962,24962,24962,9.173,4.646,37,0,204
148,0.000,64652,64652,64652,9.252,4.921,58,0,204
149,0.000,52704,52704,52704,10.446,3.123,35,0,204
150,0.000,56409,56409,56409,9.856,3.648,42,0,204
151,0.000,64980,64980,64980,10.223,3.491,65,0,204
152,0.000,64588,64588,64588,10.131,3.911,68,0,204
153,0.000,64396,64396,64396,9.974,5.236,60,0,204
154,0.000,64297,64297,64297,13.622,5.669,52,0,204
155,0.000,57991,57991,57991,8.176,4.921,68,0,204
156,0.000,64637,64637,64637,9.094,5.302,93,0,204
157,0.000,64739,64739,64739,9.659,5.630,96,0,204
158,0.000,64544,64544,64544,9.475,6.470,95,0,204
159,0.000,49718,49718,49718,9.619,5.945,95,0,204
160,0.000,53582,53582,53582,7.638,4.383,58,0,204
161,0.000,34548,34548,34548,7.454,4.055,58,0,204
162,0.000,64555,64555,64555,10.381,4.488,23,0,204
163,0.000,31317,31317,31317,7.349,4.423,6,0,204
164,0.000,46416,46416,46416,10.131,5.512,2,0,204
165,0.000,39982,39982,39982,8.346,6.037,4,0,204
166,0.000,32672,32672,32672,7.402,6.194,4,0,204
167,0.000,35673,35673,35673,6.903,6.391,6,0,204
168,0.000,33747,33747,33747,9.764,3.399,40,0,204
169,0.000,33427,33427,33427,11.063,4.514,54,0,204
170,0.000,59163,59163,59163,7.769,4.580,76,0,204
171,0.000,34345,34345,34345,6.063,3.858,79,0,204
172,0.000,64569,64569,64569,12.756,7.323,91,0,204
173,0.000,64127,64127,64127,10.643,3.412,59,0,204
174,0.000,60730,60730,60730,9.790,3.832,50,0,204
175,0.000,50124,50124,50124,9.606,3.465,23,0,204
176,0.000,60982,60982,60982,8.163,1.575,24,0,204
177,0.000,45096,45096,45096,10.512,3.136,65,0,204
178,0.000,37814,37814,37814,6.719,2.349,50,0,204
179,0.000,28014,28014,28014,11.024,0.958,12,0,204
180,0.000,37561,37561,37561,12.730,2.310,84,0,204
181,0.000,28019,28019,28019,11.864,4.094,84,0,204
182,0.000,39060,39060,39060,12.402,3.150,78,0,204
183,0.000,28287,28287,28287,11.509,4.213,80,0,204
184,0.000,36048,36048,36048,13.071,7.231,80,0,204
185,0.000,64717,64717,64717,13.163,6.995,98,0,204
186,0.000,58610,58610,58610,7.822,10.787,51,0,204
187,0.000,56159,56159,56159,7.861,10.026,50,0,204
188,0.000,61578,61578,61578,7.756,9.974,3,0,204
189,0.000,64497,64497,64497,9.396,3.543,100,0,204
190,0.000,64375,64375,64375,9.685,3.071,100,0,204
191,0.000,64936,64936,64936,9.580,4.934,100,0,204
192,0.000,64146,64146,64146,9.738,4.882,100,0,204
193,0.000,53101,53101,53101,8.661,9.816,100,0,204
194,0.000,65117,65117,65117,7.953,10.840,98,0,204
195,0.000,64658,64658,64658,8.110,10.761,92,0,204
196,0.000,64627,64627,64627,9.055,10.735,100,0,204
197,0.000,42161,42161,42161,8.740,10.866,100,0,204
198,0.000,49606,49606,49606,11.260,5.118,100,0,204
199,0.000,58272,58272,58272,11.155,10.551,100,0,204
200,0.000,50198,50198,50198,12.808,6.719,100,0,204
201,0.000,64491,64491,64491,6.929,11.811,1,0,204
202,0.000,64974,64974,64974,7.835,10.157,1,0,204
203,0.000,65229,65229,65229,7.283,7.559,1,0,204
204,0.000,64264,64264,64264,7.913,8.524,28,0,204
